	when	on	.	as	,	i	much	with	certain	facts	in	the	of	and	to	that	these	will	be	this	some	species	it	has	been	by	one	our	my	me	all	which	could	have	any	subject	short	;	a	:	from	same	may	for	not	is	(	)	nearly	but	many	more	do	at	would	must	cannot	several	no	can	only	most	cases	than	often	each	very	their	other	such	varieties	even	if	how	so	structure	conditions	variation	we	shall	see	its	under	case	distinct	or	domesticated	animals	plants	they	what	great	slight	variability	state	nature	long	are	individuals	there	manner	less	character	an	believe	differ	different	domestic	races	whether	between	wild	breeds
my	0.09396341930128896	0.14170497793264153	0.36349672296889496	0.1518636812515725	0.6083019548752244	0.20463229492963442	0.08575259429742069	0.12501719158555785	0.07002314998542616	0.0739619807077465	0.31834445471060824	0.7089484664204441	0.5291202761250189	0.34339217339050987	0.348560358783598	0.20596697005500833	0.08610985216058775	0.09086566328869483	0.21060694544430436	0.15050516455636487	0.11547648539457883	0.11457618494434142	0.15023066854096317	0.13624638575141718	0.1477855711255991	0.1533555431747084	0.09894194397181058	0.12598883894921703		0.0718239920499944	0.09292526425741914	0.13934360635013765	0.08394113622946728	0.18521047180160763	0.08174695599219597	0.06194826084967142	0.06778140118448318	0.20700112198320464	0.23550828003824928	0.07747215295353581	0.16835405453664845	0.11857800046683561	0.09473312711340409	0.11717172597646405	0.11445456359282513	0.16958915725824883	0.06997100567317142	0.0709808004218994	0.07096249354651966	0.09498982622142337	0.10535912854542279	0.09847108552448489	0.06886172734564897	0.10293463610801182	0.08622616300020869	0.07160607737830177	0.06740257909456684	0.1083091458067587	0.07594838522929567	0.08587573681199664	0.06763740070863783	0.08357307353113536	0.06484757882625139	0.06760332013784796	0.07663848943797019	0.09117127399732922	0.07949118470165781	0.11284463844169178	0.09621206058118562	0.06891546735862264	0.07647513788938012	0.06738997027859128	0.0702750692628735	0.07239318790486234	0.08410098965278834	0.06184699108643506	0.08280895243265501	0.07383755973922163	0.1218134854501194	0.07308955852162083	0.06846604140167697	0.08100695051329981	0.11958040984258342	0.05863334230015407	0.07472089143091636	0.15355719436498028	0.07509762358916285	0.08549701416706275	0.08121216857296618	0.09803970356411128	0.0659134444982784	0.07716638177744244	0.06749353677451707	0.059895202390603315	0.06717933684347316	0.07277743585361386	0.08836135925098029	0.16146633100299318	0.0680185723239072	0.06930445878438543	0.06484371073360132	0.06475259876146977	0.06590100781743874	0.0973586132656711	0.06881242203669455	0.0652021883428048	0.08014829997990153	0.1133932907097218	0.07786689945692754	0.06603784272259383	0.07687423354927667	0.08668491938562171	0.08164664759890711
me	0.08454676446838122	0.1345064294880367	0.36258588456682533	0.147551872892683	0.60157879963097	0.1802768251974649	0.07780613112837599	0.11666872483114585	0.061598080247975445	0.06441159815950759	0.31099079442575317	0.6367126348434196	0.5253368650371039	0.3383007930471484	0.33510341962158896	0.19921662380920652	0.07215113564839915	0.08486378245173341	0.2107134394562699	0.13149081325571177	0.10246704456738431	0.11750867096110876	0.13728321397425972	0.13101900057618673	0.13941084134096451	0.14561533661140358	0.08955850024328824	0.10747758953399025	0.0718239920499944		0.08440670584848958	0.1335301428063978	0.0794413476961091	0.1828719684901633	0.07652630369591698	0.055493709432633945	0.05911677170718112	0.20106640794409614	0.21644110292378343	0.0688369830186169	0.16156075444627388	0.1101595029785924	0.0859615037803041	0.11104272924878764	0.10787994656571957	0.16842521402404287	0.0633154152323265	0.0652222899933041	0.057976295305645575	0.08786057222633825	0.087448525007182	0.09040782241273923	0.07001938559816814	0.09742689576504521	0.07962686781680012	0.06297090744338285	0.05734192304341992	0.10019605559485457	0.06382289542169653	0.07657497371296092	0.06513057555015159	0.07065020864975236	0.055608256797436126	0.060191668887237995	0.06803055293184743	0.07654213774738766	0.07579534078173134	0.10506713736962972	0.08828241133849157	0.05914453014588613	0.0686922948810807	0.05831210078869187	0.060388661066364	0.0660585001908214	0.07503172243426738	0.050276845033854094	0.07880705004948593	0.06908016040025047	0.1090002889761856	0.06511666587466834	0.061175375642097546	0.07667511151870561	0.11125299823083623	0.049977081544412216	0.06817320600576002	0.14914504674595	0.06562466188793764	0.07710782489075287	0.07265400223012736	0.08501453981474744	0.06437636637446745	0.06763788804941723	0.058254214745701804	0.051375830425528596	0.06062855341774323	0.06308104100719505	0.07980240140222725	0.15427778969128025	0.05902428623966929	0.059046286023191896	0.0582722930369661	0.056233226796395044	0.053619417747835345	0.0902992372937905	0.06670075456483412	0.06128388347650471	0.06841332324669626	0.10203737384139813	0.07435761459035878	0.05671509319530765	0.06979959167713562	0.07759924346219299	0.07255980315372115
all	0.10395236858926943	0.16327292678197325	0.37312531414727856	0.17701207768073846	0.6178925477082999	0.20512270345678507	0.09509278928993506	0.13865029720797428	0.07734516658675152	0.08003414194157984	0.350273233578296	0.7114861716300983	0.5828246825746518	0.3827349926732364	0.35808601112506566	0.21710387332986847	0.0998286719611613	0.0998518409646007	0.21727230332943825	0.16024813005497113	0.12778561247483064	0.1283003689364551	0.16128894475719233	0.1440601633631372	0.1557597997599368	0.1634538891623054	0.10402230999371481	0.13136559878196516	0.09292526425741914	0.08440670584848958		0.15789941353033654	0.09316474494402599	0.18784197029117103	0.09780820322182013	0.07033778206865512	0.07649176870524857	0.2205932724894356	0.23981778919341695	0.08965810140596489	0.1803363853728204	0.12445693289975232	0.10271411905828953	0.13367630426465338	0.12345934497580323	0.1805890241220079	0.07868137319393681	0.07969116794266477	0.08166679170589393	0.11760873911929837	0.11529222549181375	0.10748424119453842	0.08246183495227889	0.11911482184316105	0.09508254423933857	0.08738630098991193	0.07641155093277596	0.12446153413264821	0.08920523978951328	0.09450813221878882	0.08234619329561012	0.09095313343376521	0.0775047989698397	0.07823826915089029	0.08667326050116211	0.10573471168991157	0.09334747671218427	0.1268602392571762	0.10294558434370837	0.07850181705872566	0.08451420949772381	0.08070761050590615	0.08881004273384321	0.08270103024161723	0.09394865721956461	0.07159854063740921	0.08961468944750063	0.08428948943389261	0.14236520946455528	0.08670619307361863	0.08251350239911129	0.09218013353325483	0.13006215146594557	0.06626511641532187	0.08398790453854503	0.16457181081690805	0.0834952197923037	0.10234705868977415	0.08639946274419191	0.11800070658899986	0.08081777012513938	0.08178713494266866	0.07864767151372719	0.07283667097046884	0.07526747003214343	0.07943560584009364	0.10278942451627174	0.17345783201301992	0.07762696400305708	0.08873181862862617	0.0735540782543667	0.07566035052927506	0.07399656039391747	0.10330010695720489	0.07855980019535003	0.07310906721785226	0.08793290380994248	0.1220869006129025	0.08616103654824545	0.07968810707752538	0.09123940492390484	0.09376499833909135	0.08987832197229718
which	0.1614398174982715	0.2010375094297544	0.43221696822582456	0.23782496023302827	0.6652086382500341	0.2640096867433101	0.14692868962788252	0.18208469441978115	0.1307115521180287	0.12812502379381915	0.38388193466697684	0.7447962717919436	0.6035668378544309	0.4267745844964802	0.39474938828562944	0.27638409788213314	0.1504725136518685	0.15506119265019463	0.25847277958715453	0.2147002115764075	0.17695752027828843	0.17315453277598888	0.22723307488432307	0.19007248407208285	0.19686183835988186	0.207227738154884	0.15291049567758447	0.1721647339411538	0.13934360635013765	0.1335301428063978	0.15789941353033654		0.14461463349068668	0.2376696563615403	0.14763629661554656	0.11861248261121303	0.12717392997291974	0.25912528794380585	0.2795288170244259	0.13845769737735447	0.22343058566049617	0.16781274068023921	0.15417719081795925	0.1870834583101936	0.16851756508532303	0.224195014893675	0.13597295913421248	0.12966652973768508	0.12765603494316272	0.16192770352988647	0.15248450811197428	0.15578509559257664	0.1278185964607622	0.1594649149373566	0.15004875180294108	0.1376649907677862	0.12340950326359168	0.16238468736975206	0.13080929970734778	0.14264271106703108	0.12632315320997337	0.1366208798513308	0.1353862853651904	0.1414661220189969	0.1422112327858152	0.13944303358184443	0.13994872190708899	0.17039496882218652	0.15070212670187644	0.13487431961638446	0.13548615169663275	0.13158603647307132	0.13912568930632968	0.13372225072009	0.1491637196554486	0.12097782481419467	0.13703561311452744	0.13106590483522834	0.18968819290775513	0.13150209254415443	0.12841475229736193	0.14005627943670723	0.17936636623482655	0.1152921402955818	0.13183033882368073	0.20906532933816302	0.13446480131978178	0.14595476216673325	0.14347977504462886	0.16450683092033885	0.14214211010561217	0.1294227969500068	0.12468043042593838	0.12057299912596131	0.12253152806802191	0.12676715862245408	0.15180588083220795	0.21384503929763182	0.12379002159644102	0.1400924399267585	0.12182770898055391	0.1275102340362097	0.12102343666826235	0.15369459995050044	0.1257175528190794	0.12374079472609431	0.13601856416454472	0.16719370724070415	0.13185327431244712	0.13394449613258647	0.13906355042785096	0.14079371542772434	0.13403218656200916
could	0.09835136728600483	0.14339270122978828	0.3675846352815014	0.16867839447592853	0.612763547430031	0.1991247329191472	0.09118103264615891	0.1295947647457364	0.0677650797055481	0.07332346817580929	0.3213630365931655	0.6264755121357155	0.5309067048966045	0.36819691390320153	0.35754268618250407	0.21604181652430077	0.08309767112803243	0.11494320547217461	0.21151843466591166	0.14338322324885736	0.11070964829614371	0.11320739721241235	0.1567523165643443	0.15438785315087727	0.15049718669591144	0.1539889028166157	0.09559513485296975	0.11249238662651054	0.08394113622946728	0.0794413476961091	0.09316474494402599	0.14461463349068668		0.2073535462479933	0.081701181422315	0.06792885368467047	0.07116423328850738	0.21240025227110296	0.22291279818206933	0.08158097933876618	0.17315835867853338	0.12024903728811032	0.12893630223717997	0.12041479662567967	0.12209187516303086	0.1961484492294385	0.07643667677472073	0.07378040629031721	0.06935851740763105	0.10075698078231399	0.10064358949614269	0.10144497397396549	0.08480074871952704	0.10535179628360378	0.11356537163762861	0.08947067098481991	0.08831244363249927	0.10599579834455801	0.075205117523682	0.11305319090575157	0.07239106820393998	0.08238196712130719	0.06646357549239981	0.07080962733542917	0.08079417800187327	0.08262401811688772	0.07994736818294357	0.11006929632191968	0.09602949709997374	0.07134699685491311	0.07774296155968828	0.07071954510837845	0.0740752333238889	0.07507284050291829	0.08760386610007549	0.06023603326039051	0.08484220657005367	0.0732898994632529	0.1242845028665159	0.09011658275110383	0.0783732281892656	0.0823361950725566	0.12147889099776304	0.06245284008672577	0.07432744670169386	0.16419624814207578	0.07707325828040218	0.08755795743596705	0.08402371785946725	0.09564475026663727	0.06780701791483519	0.07642407481808836	0.07082409629811308	0.06286756683676498	0.06972479466044135	0.07064973928322077	0.09142822758250811	0.1707696118086678	0.06920636675261604	0.07112206303691965	0.06764331660201914	0.0672111623417794	0.06401818113573868	0.09367426673794738	0.07452614216625102	0.06962134856478068	0.07964032738158167	0.11227784446704894	0.08013809869351547	0.07229510475612377	0.08053195706467563	0.08824796860845077	0.08194028719069459
have	0.195860805469202	0.23442894729999106	0.4661972150746712	0.25257980081139086	0.6886591642486419	0.2892773401219392	0.20259433167919835	0.2209962929143709	0.16981542071325872	0.1771586911478707	0.39612203232919074	0.70042890549789	0.6005232540629318	0.4429874605017652	0.42611308997142194	0.2988769649519964	0.1826946773668562	0.20844624871528786	0.3391278646131971	0.2336439481620213	0.20710010381157384	0.21220124086548298	0.24047352429742672	0.2666292295069123	0.2570833945701601	0.2467294849425457	0.19293022886817876	0.21170271416717856	0.18521047180160763	0.1828719684901633	0.18784197029117103	0.2376696563615403	0.2073535462479933		0.18302270092215622	0.166146617605832	0.17281950581075084	0.2960182276330251	0.31303739242052875	0.18278027092130583	0.26102612299290695	0.21487732753593142	0.21898220370854404	0.2136313186874797	0.2278623609773588	0.27337105531963357	0.17587304102570667	0.1793170988664698	0.17039025467832983	0.19714096915305457	0.1976382878369172	0.1977055303095694	0.19411304629550977	0.2041909231970605	0.20553422392189785	0.18935759167096156	0.1908399796875529	0.20428898302633208	0.1758524153350183	0.20700170351422809	0.1735158510860683	0.182063271912195	0.16891215783623725	0.17278623984139338	0.19445300501338814	0.18230445269046325	0.1809359610459897	0.20720347962309416	0.19483664556123656	0.17154432967807082	0.1779624488713858	0.1710733004186225	0.17400689900971025	0.18003949296260077	0.18574218150890237	0.16233272302038115	0.1846754606184703	0.1868984365768055	0.21834762965991789	0.20028721939849214	0.1781001798498758	0.18450166364801202	0.2168914591406635	0.1648939438936755	0.1760188129050244	0.2520046635862587	0.17670958083350918	0.18477771228580034	0.18370647440121168	0.19515444318677638	0.17257172859084785	0.17440795377952806	0.17096399463883794	0.16364061124551887	0.17014620388554252	0.17008716900593035	0.19124624446764713	0.26873120834482106	0.1700314977359073	0.17078226208360003	0.16922954803117224	0.1685302376175266	0.16554431753467966	0.1938951899439952	0.19502872605726682	0.17580232944231197	0.17997921759417534	0.20714903186498113	0.17958591030388277	0.17080937539789182	0.18108882219429503	0.18709769088659278	0.18116290818342035
any	0.09375923268345299	0.14467602731357398	0.3565415141179865	0.16649059129961696	0.5986780984861214	0.19695726271538394	0.08588496831082718	0.12509352542724278	0.06911055989639897	0.06946380245414237	0.3169950684592861	0.7069336577063194	0.5303685774974722	0.36300761902767864	0.34353812073845214	0.2051225058903214	0.08537598633358515	0.08856452449917135	0.21459922603191986	0.15347876543458405	0.12134342986585966	0.1150796300545566	0.153962242100116	0.13297009577717134	0.1563955669918661	0.15010792875727702	0.09407712527297331	0.12125389752962273	0.08174695599219597	0.07652630369591698	0.09780820322182013	0.14763629661554656	0.081701181422315	0.18302270092215622		0.060113320434602296	0.06610167873651412	0.20383658803121965	0.2479217685341562	0.07563721253846667	0.17171156445398908	0.12362483585115001	0.09423375228537748	0.11672364288201996	0.11327732798671199	0.17023334853009597	0.06829128322520236	0.06930107797393034	0.06730198777971366	0.09591821772382556	0.10125379796988396	0.09850090516248933	0.06833031328821712	0.10179957640466393	0.08683054784599414	0.0723602220495555	0.06456379127627394	0.10636542587312456	0.08042089599060219	0.0837092047595327	0.06737536578819578	0.07999337539289864	0.06346602957259083	0.06947122961630402	0.07581041103536378	0.0867089960838673	0.08198422926849137	0.11605566667495452	0.09371045133954553	0.0701271095147591	0.07451318252709463	0.06832882785952082	0.07471868309520188	0.07210779372349452	0.08532136608960851	0.060375587095445105	0.08022281132245945	0.07320071591320534	0.12969956535228006	0.07133083019271758	0.06663110098660785	0.08072012304555423	0.1175670504421721	0.05587502644658742	0.07240934294393943	0.15462752111964115	0.0756139260294119	0.0864633099716473	0.07750792107245959	0.0982075930652983	0.06821418645452988	0.07380204647601035	0.0658407807965168	0.05993134066446977	0.06519960666298295	0.07088510848241086	0.0907626096541071	0.15842020127125925	0.06638623872423342	0.07293118659058917	0.06289278156129255	0.0668512780319386	0.06351119213688886	0.09778577203872098	0.0685611626987133	0.06470640688201211	0.07832937410798785	0.11118652477813859	0.07556273937719972	0.06725686513863169	0.07614424968715594	0.08472515609705043	0.07689212790783807
subject	0.0755986634968665	0.1238720459827575	0.34527726327720587	0.13635604388377212	0.5912666072226253	0.16936361603645078	0.07086884376646972	0.10444585103547338	0.0464637931052147	0.05859024214670849	0.2948165860205529	0.6089237925674635	0.5129544176613083	0.3272323568340336	0.3276115405691433	0.187884269374845	0.06231408439378562	0.07271455119674303	0.19392424485450344	0.12128491481270227	0.09216978445376858	0.11072394637672285	0.12879474607119631	0.1161936507928201	0.12977474094080282	0.1330050258096097	0.07966447948664535	0.09261558000558018	0.06194826084967142	0.055493709432633945	0.07033778206865512	0.11861248261121303	0.06792885368467047	0.166146617605832	0.060113320434602296		0.0537685959384927	0.19074096510128336	0.20331805807530517	0.0589329490662167	0.14771391556027574	0.1201323839580744	0.07887186130074063	0.09784578299323074	0.09486480139807646	0.1615896269633204	0.05280888139925489	0.05691868883868145	0.04805723080729765	0.07529716516319304	0.08215197199180678	0.08394727229087989	0.05070043942890546	0.08343415497588003	0.06847149617209919	0.05661016232810438	0.048185510499937696	0.08792974373163617	0.05390383092334859	0.06741222565512656	0.05429868526010378	0.07037756680592946	0.04788909840730733	0.04906411625052886	0.058154821731524434	0.06431774285005745	0.06112210072745064	0.08916405807630551	0.08187108487771003	0.047672625715233855	0.0632201539595598	0.0477181865722556	0.05122716268211835	0.05318112600724159	0.06611863333523625	0.046538836580604405	0.0794135230594944	0.05778300579367347	0.09936418857602394	0.05829089735502087	0.05154813236191827	0.06067186005977893	0.1020855332896127	0.053060053063785695	0.053120196528242375	0.13560790349751906	0.05725873312756702	0.07070734406866422	0.06753495011563182	0.07595983647397014	0.04615094104788939	0.05924499218560262	0.0507348232508269	0.04952995519586354	0.06588740859707053	0.06668725228146802	0.0734645894891852	0.14487475715730708	0.057369106532064125	0.05063894353384845	0.05297123220179714	0.047995791335358494	0.04948205351631781	0.07296747177142758	0.052421945451427684	0.04479622151888363	0.05944316641739631	0.09669480686081	0.06846858111109026	0.04678034424533975	0.05836333241403477	0.07242109783785786	0.07324477109418046
short	0.0810129281531235	0.12974641781072	0.35186697344159	0.14134594361140496	0.6233282989072368	0.17509462173448848	0.07784228007280025	0.1103690178471608	0.05350853739939953	0.06023453168536028	0.30346059436502637	0.6191866952168651	0.5235976414913273	0.3332017703651913	0.33479950251454044	0.19421297566672702	0.07023754563931468	0.0777889253791486	0.199632093997616	0.13158310399657414	0.09603416901589393	0.10346392401002791	0.13365070117182637	0.12250950625195428	0.13610796312151896	0.1401491008472721	0.08350493053274953	0.09882302845399976	0.06778140118448318	0.05911677170718112	0.07649176870524857	0.12717392997291974	0.07116423328850738	0.17281950581075084	0.06610167873651412	0.0537685959384927		0.21129463184552782	0.2127800760980989	0.0647059148610776	0.15438822274131303	0.12559786459390382	0.08093959516876559	0.10410300184428319	0.10076125815265428	0.15797437559791266	0.058343465929357505	0.058088728323170136	0.0537981142883653	0.08090250250948794	0.08962359828552155	0.09092636916857497	0.05515906682845429	0.08958814161247344	0.07392008811470784	0.05883983928584356	0.05277379354025588	0.09563029820010475	0.05964471440441624	0.07245714268927345	0.056008938997490876	0.07334072100305111	0.052388985937426975	0.05483708204538976	0.0651538688472606	0.06785746194694248	0.06767425106885232	0.098441044260035	0.09016077577032498	0.05344559151009476	0.0660848336177004	0.05417400349373408	0.057821557447093386	0.058922009488309245	0.07276554843877504	0.04920017803076844	0.07404691949896691	0.056670814439434995	0.10689113445678498	0.060261778572986216	0.05638265443583635	0.06923764035756258	0.10758776526466456	0.04833291057283244	0.05889316232310328	0.14068961364414564	0.06270154378194022	0.08246383971673157	0.0742758837335044	0.08037146764232835	0.0518582473764301	0.06304317566621057	0.05908933383926147	0.04796822657581212	0.06288626856235538	0.06080220930996072	0.09153716222804117	0.14869520256141142	0.05801601468401128	0.054960361859655735	0.053215249022454364	0.05347328997198811	0.048457778016472934	0.07890771056800212	0.05610520169388127	0.05050352784742433	0.06752891064716177	0.10296267905672286	0.06646613757332426	0.05320487328498746	0.06416701320646337	0.07763313584673126	0.07118336066380604
;	0.22385105276095357	0.26548538203709576	0.5312409356006309	0.2702368967840124	0.8077506271242296	0.30161172990884677	0.21493669147198485	0.2487357083643898	0.19416414012494776	0.21138813627697678	0.43487006467252637	0.7071493893924616	0.6847938375792124	0.44990949868591956	0.457283907937303	0.32097712125085753	0.2066415135152499	0.21568468448318812	0.31952520420294006	0.2657558237295967	0.22517257071625746	0.24438920676730877	0.2585043120921038	0.2561242478512149	0.2672558668564113	0.2736227129236293	0.21475335794922784	0.23058678568568428	0.20700112198320464	0.20106640794409614	0.2205932724894356	0.25912528794380585	0.21240025227110296	0.2960182276330251	0.20383658803121965	0.19074096510128336	0.21129463184552782		0.32911259875924465	0.2193306269824355	0.29015701444235653	0.23765456763066023	0.21581384563506484	0.23783719024569266	0.2357897165308543	0.28800380352803023	0.21891613610643315	0.19930346707871638	0.1978023439639441	0.21383608026440487	0.21965224668041805	0.2196833022039376	0.1961262676231736	0.22926616701278385	0.2125302995589871	0.19990328697250492	0.19415049108904092	0.22450285241932888	0.20208215433854532	0.2122715927497687	0.19945703258730008	0.20345018497771097	0.192782476794245	0.20281305368773514	0.21786074427050134	0.20510404063373072	0.20422271073137754	0.2281435180395321	0.23085389017342078	0.19570626274869743	0.21492180599198513	0.19678071638919611	0.19502649816413728	0.20025608911931891	0.20959729986929057	0.20068112374810315	0.20476124770538415	0.1937524810702424	0.2358765992797411	0.20312790524736898	0.19876980889138562	0.206065003057251	0.2527467329964379	0.1858774155513735	0.19901145583719526	0.28212144692167956	0.20112819992944497	0.22786080891323124	0.216952199804677	0.21481501131167535	0.19458052158091194	0.21380212122083772	0.211457300535545	0.18847591966509816	0.19473769143760533	0.19193361874710352	0.22626456201755574	0.2881287107016957	0.20687961923741907	0.19615588514357596	0.19517309311421532	0.20735301921656832	0.18803800665897738	0.2160214880465665	0.20135668803123594	0.19663105673861572	0.20391686128820355	0.2325711675450023	0.20330181910723905	0.1938643481226655	0.20593795884977945	0.21059518991706994	0.20148211010533773
a	0.22947075091640043	0.2748324170388964	0.46157735591286675	0.28526635160765557	0.7016449030754	0.33079418230983315	0.2271560456223197	0.2598654190302877	0.2227054873929246	0.21779207427266573	0.4341636095284842	0.8536437742130553	0.6272303651666569	0.4674318380163333	0.45832723755566485	0.3327931417249067	0.23355492612437206	0.23206730059171643	0.3496290981936172	0.2989487627967305	0.27152717667626464	0.24619573039832032	0.27932012606919987	0.2629377715967784	0.3059539163573049	0.2855385112292079	0.2481416096516255	0.27319609181716037	0.23550828003824928	0.21644110292378343	0.23981778919341695	0.2795288170244259	0.22291279818206933	0.31303739242052875	0.2479217685341562	0.20331805807530517	0.2127800760980989	0.32911259875924465		0.2192651336754349	0.2920235356238624	0.25951385702121166	0.23051278553856347	0.24869184871347855	0.26594358445996935	0.29779543582424406	0.21283931451115057	0.21384910925987854	0.2171050900120276	0.23136731742456523	0.2534552056310152	0.24132506252937702	0.2113081682551885	0.24860946010038276	0.223810314079876	0.2155978074485428	0.20941606955987646	0.26094855437994124	0.22433031429489336	0.2239645886754549	0.21385197563760955	0.2271684623549553	0.20779848644754972	0.20923971414777232	0.22437309378763573	0.24117359386275605	0.2420288193377443	0.2666780337077934	0.24184221209954576	0.21449048817691002	0.2166634855825585	0.2124445676937148	0.21428705576519697	0.21711809668790213	0.234963257553021	0.20331167266828604	0.21893094743318603	0.2141659207093244	0.2583755376426698	0.21541461327883787	0.2108564978156508	0.23787197469382737	0.2580372165400612	0.20210238734191346	0.22155496682447212	0.2813134794255008	0.21828349029851785	0.22726765649629319	0.2230788212865148	0.23909357210255738	0.20963407492050196	0.216763670068866	0.20954532300039314	0.2052977923249924	0.20472547820419915	0.21052669865322343	0.2355595795796032	0.29388411717650664	0.20892243901399904	0.21310965962114306	0.20771201957158048	0.20813824993311542	0.21265610669733276	0.24478432101866285	0.21463893711026655	0.21562907073580095	0.22755699125338336	0.25382437825781473	0.21676203654823137	0.20930393408597936	0.21750044218265027	0.23531433219125675	0.21593461963535984
:	0.09666939995420999	0.14643642339875435	0.3755351190285493	0.15735414665003694	0.6193584733698445	0.18340630339344438	0.08417962703534607	0.12310025510311769	0.06198768520907909	0.06742641702366463	0.33282629993301305	0.6264773252967014	0.5762038143428443	0.34548207287973004	0.3529958613585015	0.2096723554827347	0.07758256634288396	0.08626906403076072	0.20846593040264425	0.13722780325313028	0.1043557848139373	0.10953619498559011	0.1419605845007294	0.13206897740038992	0.14696325011116362	0.15090158757864536	0.09043101363748512	0.10785033691405697	0.07747215295353581	0.0688369830186169	0.08965810140596489	0.13845769737735447	0.08158097933876618	0.18278027092130583	0.07563721253846667	0.0589329490662167	0.0647059148610776	0.2193306269824355	0.2192651336754349		0.1704474567297023	0.11600262220160434	0.09040848292084927	0.11699301496494746	0.11207705138895611	0.16884371013039357	0.06689551934976584	0.06790531409849382	0.06517997360601734	0.0915770556403856	0.09354766014058574	0.0966949160001847	0.06724096377103203	0.10042129678028575	0.0834327152337229	0.06859076559484703	0.06259037931557955	0.10080809730240622	0.06942772302721298	0.0820407959965633	0.06495655381269191	0.07636070788381785	0.060856713069595766	0.06625100948965873	0.07439054295106064	0.0774411152542323	0.07450855723585	0.10468795018016991	0.09109878943150546	0.06319651781909824	0.0737795042298017	0.06468935580089465	0.0689555284407912	0.06908362695803329	0.08075349314960321	0.05409559035147723	0.08067098095629097	0.0663332634564104	0.1145788085933542	0.07190515531332202	0.06581399024751075	0.07619575216364333	0.11837594128030396	0.05447926257115089	0.06972810512759295	0.15316674471835123	0.07125894903583727	0.08192638660034846	0.07604248728882491	0.08928370902153904	0.06206947257921345	0.06826196804245169	0.06350267101786145	0.0559043366339477	0.06421956124089179	0.0662506739336258	0.08550126543462562	0.15772235150572156	0.0637011333330665	0.06468057317109151	0.061768224410195735	0.06076173300481415	0.06009619438184828	0.08849136387529197	0.06582541300531705	0.06452094838631808	0.07511690530801642	0.10786428162185632	0.07666982980020728	0.06230423634920414	0.07585896458597904	0.08306506574579535	0.07652333326489372
from	0.18953075904009425	0.2439571999540942	0.4514936201524823	0.25539805030669716	0.6806648924534182	0.2671468219620395	0.17796356367986865	0.22430590416885915	0.1545384935309372	0.1577982274617865	0.4469005099649052	0.6836805515091597	0.6633519648444026	0.44383222961899327	0.44225767151459844	0.3020061058003784	0.16951389968177327	0.17418570552397478	0.28274052489406776	0.2178861472816348	0.19538716381495533	0.1947855342177149	0.2253337329511886	0.22400914451373047	0.22973016792705991	0.25232308793166014	0.1753703085415297	0.20345244752628294	0.16835405453664845	0.16156075444627388	0.1803363853728204	0.22343058566049617	0.17315835867853338	0.26102612299290695	0.17171156445398908	0.14771391556027574	0.15438822274131303	0.29015701444235653	0.2920235356238624	0.1704474567297023		0.19734068044339925	0.1765421353967475	0.20912743197245376	0.20655046837572533	0.2588339214234353	0.15720009565663268	0.15853380795237698	0.16033376369413804	0.18782122987658204	0.18399003859685795	0.18654566238101164	0.16379769703444022	0.19999330624521588	0.17205339190678504	0.15756861323609023	0.15320495900391617	0.1897267553883702	0.16933418854227283	0.16844426588569109	0.16172255023354637	0.1621868981349452	0.1519959330537886	0.16088680655938153	0.16290259383421357	0.17190371802903429	0.16274479015581422	0.1888372199430029	0.1753927139161525	0.16167257770935925	0.15824880205800898	0.16310501575074815	0.16499679839829912	0.1689186720856607	0.17053523767219828	0.14308546474021117	0.16684510324760893	0.15356399966380097	0.20276241947593956	0.15909605749598027	0.16088169165030652	0.16457244020019304	0.2064677936854818	0.144150674522801	0.15673360173740714	0.24454309584507267	0.15980536369846207	0.1697339975606501	0.16386015820829675	0.17695500275160495	0.1562232433107823	0.15721891161674256	0.15285884523374849	0.14526051084983477	0.15185549546450977	0.15139480971749647	0.1728207208827797	0.2457369835164848	0.15385532816784891	0.15640661751856666	0.15290744439438858	0.1541296899720369	0.14926836841530913	0.17468505776460233	0.15993173345632147	0.15013705007044675	0.16184468072537855	0.19047464714129492	0.16424994711520724	0.15488329722145083	0.17308377076323336	0.16913231604147155	0.16934812336882324
